year,location_code,hs_product_code,normalized_distance,normalized_pci,product_status,rank,hs4_desc,hs2_code,hs2_desc
2003,DOM,0302,2.3818841624304548,-1.703686709155899,NA,23,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2004,DOM,0302,2.381921684345366,-1.713486381520661,NA,24,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2005,DOM,0302,2.5507562153340086,-1.6170273740691323,NA,17,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2006,DOM,0302,2.40653177473508,-1.4952279822424603,NA,14,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2007,DOM,0302,2.450660819445082,-1.852154355807933,NA,16,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2008,DOM,0302,2.5515188658918144,-1.7473605589819472,NA,11,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2009,DOM,0302,2.483117679729418,-1.6000538330390222,NA,11,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2010,DOM,0302,2.032545488031989,-1.656556422731183,NA,43,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2011,DOM,0302,2.4429475139634937,-1.5200186567930192,NA,11,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2012,DOM,0302,2.40980746251405,-1.513253185614303,absent,16,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2013,DOM,0302,2.1703975755992424,-1.4328683583925428,absent,32,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2014,DOM,0302,2.4623289200179417,-1.5525718247177305,absent,22,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2015,DOM,0302,2.4446212594370147,-1.4816495623659829,absent,19,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2016,DOM,0302,2.2459202543189516,-1.387611318333689,absent,27,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2017,DOM,0302,2.36522176006404,-1.4808059780265406,absent,26,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2018,DOM,0302,2.3552574220162743,-1.4017065966373836,absent,23,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2019,DOM,0302,2.1891006875548444,-1.563003587876908,absent,35,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2020,DOM,0302,2.122766179689019,-1.4046187830709689,absent,46,Fish; fresh or chilled (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1995,DOM,0303,2.5028209256185545,-2.1540772783034337,NA,23,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1996,DOM,0303,2.882414523288694,-1.8332984319786096,NA,12,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1997,DOM,0303,2.832501119683243,-1.9790944442372211,NA,11,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1998,DOM,0303,3.027032843396071,-2.1493488705929886,NA,6,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1999,DOM,0303,2.702028005782827,-1.91021801684451,NA,14,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2000,DOM,0303,2.909892000480514,-1.915789039813298,NA,10,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2001,DOM,0303,2.8348677075665027,-1.7955482088844616,NA,8,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2002,DOM,0303,2.7127169330992587,-1.6998299787846645,NA,12,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2003,DOM,0303,2.698957768203549,-1.6474594082324756,NA,13,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2004,DOM,0303,2.4512362173412376,-1.7279772580060415,NA,21,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2005,DOM,0303,2.543722726738858,-1.7501083415645529,NA,19,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2006,DOM,0303,2.626066492006734,-1.6597448091294411,NA,11,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2007,DOM,0303,2.316003592274365,-1.720396469459124,NA,19,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2008,DOM,0303,2.635236688763481,-1.6934078438833708,NA,8,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2009,DOM,0303,2.297447438050574,-1.6645203847943966,NA,20,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2010,DOM,0303,2.1753912541919194,-1.5416392186052743,NA,28,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2011,DOM,0303,2.403310597047913,-1.5260613620016257,NA,14,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2012,DOM,0303,2.3793164164405116,-1.4228386477425294,absent,20,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2013,DOM,0303,2.4781730553563683,-1.5868369376054825,absent,19,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2014,DOM,0303,2.4964913893015237,-1.7641188862558783,absent,18,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2015,DOM,0303,2.4043444159604386,-1.4880889314095151,absent,23,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2016,DOM,0303,2.410997323459168,-1.540350180208058,absent,19,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2017,DOM,0303,2.4984055434628307,-1.987084903368434,absent,19,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2018,DOM,0303,2.2674402556876316,-1.779357266446469,absent,32,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2019,DOM,0303,2.561686121794208,-1.882175895035658,absent,18,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2020,DOM,0303,2.5641466399800876,-1.8329102611685435,absent,18,Fish; frozen (excluding fish fillets and other fish meat of heading no. 0304),03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1996,DOM,0304,2.0284229396108797,-1.6124313272382842,NA,50,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2000,DOM,0304,2.1645824087230503,-1.5874583950347223,NA,38,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2001,DOM,0304,2.1665136703967645,-1.7435659584592975,NA,36,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2002,DOM,0304,2.082261481112728,-1.5460525359146862,NA,43,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2003,DOM,0304,2.0127811039725816,-1.473987465551158,NA,45,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2005,DOM,0304,2.2704732041496056,-1.630132490402163,NA,29,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2006,DOM,0304,2.3075039337025216,-1.5432225007638265,NA,22,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2007,DOM,0304,2.2090009540275286,-1.6089153653946082,NA,28,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2008,DOM,0304,2.492964454825547,-1.6683640158524171,NA,12,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2009,DOM,0304,2.2425614756767276,-1.64774844878035,NA,24,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1995,DOM,0305,2.9325501474425058,-2.3042837506061145,NA,10,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1996,DOM,0305,2.9818155597101916,-2.366304782516509,NA,9,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1997,DOM,0305,2.971897275467435,-2.23967097342652,NA,7,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1998,DOM,0305,2.7436153134352357,-2.2141168809212477,NA,12,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1999,DOM,0305,2.3637978791854235,-2.092450858469973,NA,27,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2000,DOM,0305,2.4624395190895187,-2.2789843119398574,NA,19,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2001,DOM,0305,2.7460068897514507,-2.0738983075443596,NA,11,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2004,DOM,0305,2.616925576558717,-2.0614643040785627,NA,16,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2006,DOM,0305,2.6967431567158027,-1.8046837350322569,NA,10,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2007,DOM,0305,2.485094878585229,-1.869341759283347,NA,14,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2008,DOM,0305,2.3927066365537013,-1.609072235301761,NA,15,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2016,DOM,0305,2.161522986431172,-1.6502856494758806,NA,33,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2019,DOM,0305,2.304954632239738,-1.6719131207529812,NA,28,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2020,DOM,0305,2.48888361322755,-1.5338596637006217,NA,24,"Fish; dried, salted or in brine, smoked fish, whether or not cooked before or during the smoking process, fish meal fit for human consumption",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1995,DOM,0306,4.3283634594215235,-2.4289487995651933,NA,1,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1996,DOM,0306,4.294548723988596,-2.3761878846781195,NA,1,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1997,DOM,0306,4.334477531243626,-2.5313736990533906,NA,1,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1998,DOM,0306,4.201540133434052,-2.2471157458314175,NA,1,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1999,DOM,0306,3.857441345235846,-2.1682815224333143,NA,1,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2000,DOM,0306,3.895140983817577,-2.07393788622804,NA,1,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2001,DOM,0306,3.798775614869558,-2.139932943478342,NA,1,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2002,DOM,0306,3.848993031058681,-1.9776792841761364,NA,1,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2003,DOM,0306,3.530694477710272,-1.9497601216241385,NA,2,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2004,DOM,0306,3.41771562284115,-2.0475899944916947,NA,3,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2005,DOM,0306,3.26602880014978,-2.1178923705638977,NA,3,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2006,DOM,0306,3.107806459677895,-1.9838054007424029,NA,2,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2007,DOM,0306,2.6068993601375965,-1.79093033440812,NA,9,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2008,DOM,0306,2.9522391305186755,-1.8107520155073664,NA,4,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2009,DOM,0306,2.814069315132663,-1.664836487859647,NA,7,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2010,DOM,0306,2.4697759191830344,-1.919855826116493,NA,11,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2011,DOM,0306,2.619004447100681,-1.813099086479809,NA,7,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2012,DOM,0306,2.7856006374156728,-1.8021292893236247,NA,7,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2013,DOM,0306,2.662349563094117,-1.7770424807268617,NA,12,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2014,DOM,0306,2.624121391452342,-1.9545117516994317,NA,14,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2015,DOM,0306,2.8794808232122655,-1.9952082186261313,NA,6,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2016,DOM,0306,2.808820129768367,-1.8764142160179331,NA,8,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2017,DOM,0306,2.554416926673307,-2.095279929378962,NA,18,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2018,DOM,0306,2.771845306431297,-1.9716179834560073,NA,8,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2019,DOM,0306,2.679563251174881,-1.9493089585534351,NA,13,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
2020,DOM,0306,3.095226871262622,-2.2686061382757847,NA,2,"Crustaceans, in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or boiling in water, chilled or not, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1995,DOM,0307,2.84392766202028,-2.346667766433573,NA,11,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted in brine; aquatic invertebrates (not crustaceans and molluscs) live, fresh, chilled, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1996,DOM,0307,2.813582204324495,-2.293279638766829,NA,14,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted in brine; aquatic invertebrates (not crustaceans and molluscs) live, fresh, chilled, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1997,DOM,0307,2.906490951140119,-2.371186350363258,NA,9,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted in brine; aquatic invertebrates (not crustaceans and molluscs) live, fresh, chilled, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
1998,DOM,0307,2.875381414400278,-2.2758763585023263,NA,9,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted in brine; aquatic invertebrates (not crustaceans and molluscs) live, fresh, chilled, frozen, dried, salted or in brine",03,"Fish and crustaceans, molluscs and other aquatic invertebrates"
